ID_MASTER,Framework_Name,Region_Culture,Macro_Region,Intellectual_Tradition,Core_Triad,UTCP_Mapping,Regime_Type,Closure_Function,Depth,Integrity,Lineage_Cluster,Blurb,Primary_Source,Parse_Flag
484,Persian Poetic School Descent (Sabk Lineages),Persian,Middle East / Central Asia,Literary Traditions,Style Canon | School Fork | Poet Lineage,I≈corpus continuity; R≈patronage coupling; Sem≈style coherence,Branching,Literary styles branch into schools with inherited stylistic constraints and canonization.,15,3,Parent III — Relational / Emergent-Integrative,Literary styles branch into schools with inherited stylistic constraints and canonization.,General scholarship / domain literature,
485,Glacial Mass Balance Gradient,Cryosphere Science,Global Scientific,Glaciology,Accumulation Gradient | Ablation Gradient | Equilibrium Line Shift,I≈mass/energy balance; R≈climate coupling; Sem≈system coherence over seasons,Branching,Glaciers evolve along continuous mass-balance gradients with threshold retreat/advance regimes.,15,3,Parent II — Structural / Constraint-Dynamical,Glaciers evolve along continuous mass-balance gradients with threshold retreat/advance regimes.,General scholarship / domain literature,
486,Nutrient Gradient in Estuaries,Marine Ecology,Global Scientific,Biogeochemistry,Nutrient Inflow | Mixing/Dispersion | Productivity Response,I≈nutrient availability; R≈hydrodynamic coupling; Sem≈ecological coherence,Branching,Productivity varies continuously along nutrient gradients; hypoxia thresholds mark regime shifts.,15,3,Parent II — Structural / Constraint-Dynamical,Productivity varies continuously along nutrient gradients; hypoxia thresholds mark regime shifts.,General scholarship / domain literature,
487,Pain Sensitization Gradient (Acute→Chronic),Neuroscience/Medicine,Global Scientific,Pain Physiology,Nociceptive Input | Central Sensitization | Persistent Pain State,I≈physiological floor; R≈neural coupling; Sem≈temporal coherence of sensation,Branching,Pain states evolve along a sensitization gradient with threshold transitions into chronic regimes.,15,3,Parent II — Structural / Constraint-Dynamical,Pain states evolve along a sensitization gradient with threshold transitions into chronic regimes.,General scholarship / domain literature,
488,Economic Development Gradient (Agrarian→Industrial→Service),Political Economy,Global Modern,Development Economics,Capital Availability | Institutional Coupling | Productivity Integration,I≈resource floor; R≈institutional coupling; Sem≈policy/identity coherence,Branching,Development proceeds through continuous change with threshold transitions between dominant sectors.,15,3,Parent III — Relational / Emergent-Integrative,Development proceeds through continuous change with threshold transitions between dominant sectors.,General scholarship / domain literature,
489,Literacy Acquisition Gradient,Education,Global Modern,Learning Sciences,Exposure | Decoding Fluency | Comprehension Integration,I≈time/resources; R≈instruction coupling; Sem≈meaning coherence,Branching,Literacy grows along a continuous gradient with discrete stabilization milestones.,15,3,Parent III — Relational / Emergent-Integrative,Literacy grows along a continuous gradient with discrete stabilization milestones.,General scholarship / domain literature,
490,Soil Moisture Gradient and Vegetation Shift,Earth Systems,Global Scientific,Ecohydrology,Moisture Availability | Root/Soil Coupling | Community Composition,I≈water floor; R≈plant-soil coupling; Sem≈ecosystem coherence,Branching,Vegetation shifts along moisture gradients with threshold desertification/greening transitions.,15,3,Parent II — Structural / Constraint-Dynamical,Vegetation shifts along moisture gradients with threshold desertification/greening transitions.,General scholarship / domain literature,
491,Thermal Comfort Gradient in Built Environments,Building Science,Global Modern,Human-Environment Systems,Ambient Temperature | Humidity/Flow Coupling | Comfort/Adaptation,I≈energy balance; R≈environment coupling; Sem≈perceived coherence,Branching,Comfort varies continuously; thresholds trigger adaptation or failure states.,15,3,Parent III — Relational / Emergent-Integrative,Comfort varies continuously; thresholds trigger adaptation or failure states.,General scholarship / domain literature,
492,Trust Formation Gradient in Social Networks,Sociology,Global Modern,Social Dynamics,Exposure | Reciprocity | Stabilized Trust,I≈interaction availability; R≈reciprocity coupling; Sem≈narrative coherence,Branching,Trust accumulates along a gradient with threshold consolidation into stable relationships.,15,3,Parent III — Relational / Emergent-Integrative,Trust accumulates along a gradient with threshold consolidation into stable relationships.,General scholarship / domain literature,
493,Habituation Gradient (Novelty→Familiarity),Cognitive Science,Global Scientific,Perception/Learning,Novelty Signal | Repetition | Reduced Response,I≈attention availability; R≈stimulus coupling; Sem≈representation coherence,Branching,Responses adapt continuously; thresholds produce categorical familiarity states.,15,3,Parent II — Structural / Constraint-Dynamical,Responses adapt continuously; thresholds produce categorical familiarity states.,General scholarship / domain literature,
494,Wound Healing Gradient (Inflammation→Remodeling),Biology/Medicine,Global Scientific,Physiology,Inflammation | Proliferation | Remodeling,I≈resource floor; R≈cellular coupling; Sem≈tissue coherence over time,Branching,Healing progresses along a continuous gradient with disruptions producing stalled regimes.,15,3,Parent II — Structural / Constraint-Dynamical,Healing progresses along a continuous gradient with disruptions producing stalled regimes.,General scholarship / domain literature,
495,Kuramoto Oscillator Synchronization,Physics/Complex Systems,Global Scientific,Synchronization Theory,Intrinsic Frequency | Coupling Strength | Phase Lock,I≈oscillator persistence; R≈coupling; Sem≈phase coherence,Branching,Phase alignment emerges through torsional coupling; lock–unlock dynamics define regime stability.,15,3,Parent II — Structural / Constraint-Dynamical,Phase alignment emerges through torsional coupling; lock–unlock dynamics define regime stability.,General scholarship / domain literature,
496,Metronome-on-Platform Phase Synchrony,Experimental Dynamics,Global Scientific,Collective Synchronization,Individual Oscillators | Shared Medium Coupling | Phase Lock,I≈energy input; R≈medium coupling; Sem≈phase coherence,Branching,Coupled oscillators synchronize via shared medium; torsional drift occurs under perturbation.,15,3,Parent II — Structural / Constraint-Dynamical,Coupled oscillators synchronize via shared medium; torsional drift occurs under perturbation.,General scholarship / domain literature,
497,Firefly Flash Synchronization,Biology,Global Scientific,Collective Behavior,Intrinsic Rhythm | Visual Coupling | Flash Lock,I≈survival/energy; R≈signaling coupling; Sem≈temporal coherence,Torsional,Collective flashing stabilizes through phase alignment; disruptions yield desynchronization.,15,3,Parent II — Structural / Constraint-Dynamical,Collective flashing stabilizes through phase alignment; disruptions yield desynchronization.,General scholarship / domain literature,
498,Audience Applause Synchronization,Social Dynamics,Global Modern,Collective Rhythm,Individual Tempo | Social Feedback | Collective Lock,I≈participation energy; R≈social coupling; Sem≈shared temporal coherence,Torsional,Crowd applause exhibits lock–unlock phase dynamics and torsional drift under noise.,15,3,Parent III — Relational / Emergent-Integrative,Crowd applause exhibits lock–unlock phase dynamics and torsional drift under noise.,General scholarship / domain literature,
499,Phase-Locked Loop Control (PLL),Electrical Engineering,Global Modern,Control Systems,Reference Phase | Error Signal Coupling | Locked Output,I≈signal integrity; R≈feedback coupling; Sem≈phase coherence,Torsional,PLL maintains phase alignment; disturbances cause cycle slips and torsional correction dynamics.,15,3,Parent II — Structural / Constraint-Dynamical,PLL maintains phase alignment; disturbances cause cycle slips and torsional correction dynamics.,General scholarship / domain literature,
500,Cardiac Pacemaker Entrainment,Physiology,Global Scientific,Cardiac Electrophysiology,Intrinsic Node Rhythm | Conduction Coupling | Synchronous Beat,I≈metabolic floor; R≈conduction coupling; Sem≈temporal coherence,Torsional,Heartbeat depends on phase-locked conduction; arrhythmias reflect torsional decoherence.,15,3,Parent II — Structural / Constraint-Dynamical,Heartbeat depends on phase-locked conduction; arrhythmias reflect torsional decoherence.,General scholarship / domain literature,
501,Coupled Circadian Oscillators (SCN Network),Chronobiology,Global Scientific,Biological Synchronization,Cellular Oscillators | Network Coupling | Ensemble Phase,I≈cell viability; R≈network coupling; Sem≈phase coherence,Torsional,SCN maintains ensemble phase; jet lag reflects torsional re-locking under shifted zeitgebers.,15,3,Parent II — Structural / Constraint-Dynamical,SCN maintains ensemble phase; jet lag reflects torsional re-locking under shifted zeitgebers.,General scholarship / domain literature,
